ReviewID;CustomerID;ProductID;ReviewDate;Rating;Comment;ConfianceScore;LabelModel;labelFinal
35;923;2014;2022-07-14;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
36;458;4949;2021-09-26;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
37;538;3583;2020-11-26;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
38;229;3236;2022-09-08;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
39;13;4656;2024-09-24;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
40;745;256;2022-12-20;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
41;78;264;2020-05-12;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
42;279;2583;2022-11-11;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
43;188;1248;2021-12-12;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
44;769;3557;2021-04-15;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
45;749;1583;2020-08-28;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
46;691;2834;2022-02-17;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
47;428;3347;2023-08-28;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
48;253;855;2024-04-20;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
49;554;2753;2021-09-24;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
50;643;1683;2021-04-09;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
51;716;1060;2025-01-13;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
52;694;3118;2020-06-24;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
53;660;1740;2023-12-31;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
54;931;1203;2020-10-12;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
55;942;3312;2021-05-08;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
56;178;4983;2025-01-04;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
57;498;1552;2021-04-23;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
58;409;846;2024-09-15;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
59;753;333;2021-06-10;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
60;673;4794;2023-12-09;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
61;568;2559;2021-08-30;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
62;363;4495;2021-12-24;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
63;865;2622;2022-02-25;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
64;983;1524;2024-07-31;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
65;13;1142;2020-04-08;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
66;619;3978;2022-03-30;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
67;895;3095;2022-07-26;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
68;681;2157;2021-06-05;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
69;155;1326;2024-04-25;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
70;342;3976;2022-11-16;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
71;308;584;2024-03-22;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
72;870;2162;2022-03-05;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
73;895;2677;2023-05-26;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
74;371;2251;2020-05-13;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
75;449;4162;2024-07-15;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
76;387;4954;2025-03-10;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
77;678;433;2024-01-18;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
78;842;4878;2021-05-18;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
79;411;2897;2024-01-07;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
80;518;1171;2020-08-23;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
81;815;1790;2023-03-15;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
82;40;3281;2023-09-29;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
83;111;3515;2024-02-22;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
84;796;3061;2022-06-12;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
85;609;4035;2023-02-26;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
86;789;29;2021-11-03;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
87;614;4989;2023-04-27;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
88;971;1420;2021-07-26;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
89;487;2570;2022-04-21;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
90;442;3692;2024-07-19;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
91;739;3876;2025-04-16;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
92;163;1714;2021-08-09;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
93;921;2185;2020-10-14;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
94;653;1458;2022-12-29;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
95;149;1971;2021-05-19;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
96;702;4836;2024-09-21;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
97;498;2913;2020-07-10;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
98;556;4024;2024-11-08;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
99;645;2718;2023-03-13;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
100;745;3066;2023-02-21;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
101;576;2667;2022-12-30;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
102;880;4803;2025-04-27;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
103;844;952;2021-04-20;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
104;410;4666;2020-08-07;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
105;587;474;2020-08-08;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
106;837;837;2025-06-29;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
107;101;1981;2023-10-03;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
108;826;1401;2020-11-29;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
109;580;3601;2024-12-24;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
110;384;594;2020-07-16;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
111;385;735;2021-06-27;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
112;553;672;2022-09-21;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
113;976;3072;2025-04-23;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
114;203;4487;2025-04-13;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
115;74;4790;2023-03-05;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
116;961;321;2022-01-04;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
117;755;2319;2021-09-22;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
118;58;4416;2025-04-25;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
119;93;23;2020-07-11;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
120;607;2259;2020-04-25;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
121;55;3561;2021-10-12;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
122;269;4658;2023-02-28;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
123;240;3278;2022-02-20;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
124;983;4606;2020-01-12;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
125;802;3067;2023-09-17;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
126;138;2138;2024-05-20;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
127;769;2785;2021-09-26;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
128;495;3184;2020-07-02;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
129;682;2122;2021-11-04;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
130;173;910;2021-06-12;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
131;218;1173;2023-06-10;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
132;164;733;2022-04-05;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
133;457;997;2024-05-05;5;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
134;431;2871;2020-08-04;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
135;239;166;2023-05-19;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
136;727;2336;2021-09-21;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
137;441;277;2024-01-10;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
138;906;2730;2024-02-20;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
139;746;2331;2024-03-31;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
140;532;567;2024-12-19;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
141;406;2500;2023-09-05;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
142;681;957;2022-06-24;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
143;718;515;2022-03-14;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
144;225;1993;2021-02-26;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
145;596;3461;2023-10-01;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
146;649;1970;2022-02-23;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
147;505;2996;2025-01-10;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
148;228;348;2022-07-30;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
149;72;749;2021-12-11;5;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
150;48;4139;2022-01-05;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
151;280;2943;2023-11-05;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
152;872;1778;2021-05-23;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
153;261;4337;2024-07-21;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
154;806;1505;2025-01-14;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
155;665;3135;2021-09-10;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
156;970;3174;2023-05-24;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
157;450;2506;2023-07-25;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
158;155;3190;2021-12-14;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
159;932;753;2023-04-25;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
160;603;1514;2020-06-14;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
161;736;4483;2021-01-29;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
162;378;1154;2024-07-06;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
163;168;2438;2023-02-10;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
164;158;3850;2022-01-12;3;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEUTRE
165;539;3669;2020-03-12;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
166;701;1204;2025-02-13;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
167;725;2421;2025-05-24;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
168;203;1301;2024-11-09;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
169;30;3022;2021-03-14;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
170;811;4634;2020-08-14;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
171;201;1624;2021-02-03;4;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
172;531;332;2021-05-22;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
173;853;3718;2021-04-17;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
174;16;99;2023-09-23;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
175;467;2922;2024-07-06;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
176;5;1122;2020-03-01;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
177;29;1339;2025-05-20;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
178;985;3471;2023-05-24;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
179;732;109;2023-04-07;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
180;774;3076;2024-08-06;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
181;983;2250;2024-01-08;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
182;272;1988;2024-12-05;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
183;607;1428;2022-10-17;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
184;433;2130;2024-03-30;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
185;7;2211;2021-04-12;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
186;470;4828;2020-11-22;5;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
187;835;3100;2023-09-26;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
188;957;1906;2021-04-02;3;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEUTRE
189;869;3377;2020-06-04;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
190;943;4152;2023-09-01;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
191;451;3454;2020-02-29;1;Service après-vente inexistant, grosse déception.;0.9992388486862183;NEGATIVE;NEGATIVE
192;580;3102;2021-03-21;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
193;322;202;2024-09-01;4;Tenue de route impeccable et consommation maîtrisée.;0.9671670198440552;POSITIVE;POSITIVE
194;437;810;2022-07-14;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
195;519;1391;2024-10-02;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
196;362;630;2024-03-26;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
197;333;367;2021-02-15;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
198;570;752;2021-04-25;2;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEGATIVE
199;158;704;2024-10-25;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
200;481;1485;2020-11-05;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
201;894;4384;2023-07-16;4;Très bon rapport qualité/prix, j'adore cette voiture.;0.9973288774490356;POSITIVE;POSITIVE
202;361;4495;2024-09-17;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
203;28;2055;2024-10-25;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
204;583;4180;2024-04-10;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
205;170;2640;2024-08-29;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
206;639;1997;2024-09-07;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
207;408;325;2023-10-25;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
208;765;170;2024-11-13;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
209;178;1816;2022-12-02;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
210;444;2323;2022-07-21;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
211;227;2971;2022-05-20;2;Ni exceptionnel ni décevant, ça fait le job.;0.8087287545204163;NEGATIVE;NEGATIVE
212;22;1921;2021-08-01;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
213;63;1431;2021-12-30;1;Moteur poussif et reprise très lente.;0.998332679271698;NEGATIVE;NEGATIVE
214;337;1025;2021-05-09;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
215;870;1080;2024-09-26;2;Conduite agréable, mais finition intérieure un peu décevante.;0.9383717179298401;NEGATIVE;NEGATIVE
216;276;2204;2020-07-30;3;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEUTRE
217;372;3480;2023-11-08;1;Consommation bien supérieure à celle annoncée.;0.5916783213615417;NEGATIVE;NEGATIVE
218;485;280;2023-04-14;2;Consommation correcte, mais coffre un peu petit.;0.9509078860282898;NEGATIVE;NEGATIVE
219;276;2278;2022-03-29;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
220;270;3435;2021-08-31;5;Design moderne et finitions soignées.;0.9276741147041321;POSITIVE;POSITIVE
221;401;4323;2023-10-19;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
222;361;3089;2022-12-08;4;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
223;821;2774;2021-01-07;5;Confort exceptionnel, même sur longs trajets.;0.9461546540260315;POSITIVE;POSITIVE
224;733;244;2020-01-06;1;Pannes à répétition dès la première année.;0.995890200138092;NEGATIVE;NEGATIVE
225;137;4453;2020-03-23;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
226;840;1420;2024-11-29;4;Silencieuse, agréable à conduire et moteur réactif.;0.8769999742507935;POSITIVE;POSITIVE
227;625;1854;2025-05-19;3;Bonne voiture mais les options sont chères.;0.7202245593070984;NEGATIVE;NEUTRE
228;591;1041;2023-11-17;1;Beaucoup de plastiques bon marché à l'intérieur.;0.9814180731773376;NEGATIVE;NEGATIVE
229;707;1285;2024-12-01;2;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEGATIVE
230;859;265;2020-01-18;3;Globalement correct mais il y a mieux pour le prix.;0.9841157793998718;NEGATIVE;NEUTRE
